TIME,GEO_NAME,GEO,IRRIGATION,IRRIGATED_CROPS,WATER_RDB_CODE,WATER_RDB_NAME,WATER_POL_PERCENTAGE,INDIC_AG,AG_HECTARES,SE_LEVELS,SE_SECTOR,SE_TONNES PER HECTARE,GREEN_POL,GREEN_POL_SRC,GREEN_POL_THOUSAND_TONNES,AIRPOL,AIRPOL_VALUE
2010,DE71,Darmstadt,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE71,Darmstadt,,,,,,Medium-input farms,"90,222",,,,,,,,
2010,DE71,Darmstadt,,,,,,,,Severe,Agricultural areas (excluding pastures),13.7,,,,,
2010,DE71,Darmstadt,,,,,,,,Total,Pastures and natural grassland,2.2,,,,,
2010,DE71,Darmstadt,,,,,,,,Moderate,Pastures and natural grassland,6.5,,,,,
2010,DE71,Darmstadt,,,,,,,,Severe,Pastures and natural grassland,12.3,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),1.2,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),11.2,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,,,,,,Total,Pastures and natural grassland,0.6,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,,,,,,Moderate,Pastures and natural grassland,0,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),1.1,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),12.8,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,,,,,,Total,Pastures and natural grassland,0.6,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,,,,,,Moderate,Pastures and natural grassland,0,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),0.6,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),6,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),0,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,,,,,,Total,Pastures and natural grassland,0.2,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,,,,,,Moderate,Pastures and natural grassland,0,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),1.8,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.6,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),12.7,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,,,,,,Total,Pastures and natural grassland,1.1,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,,,,,,Moderate,Pastures and natural grassland,6.8,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE715,Bergstraße,,,,,,,,Total,Agricultural areas (excluding pastures),2.3,,,,,
2010,DE715,Bergstraße,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,
2010,DE715,Bergstraße,,,,,,,,Severe,Agricultural areas (excluding pastures),15.8,,,,,
2010,DE715,Bergstraße,,,,,,,,Total,Pastures and natural grassland,2.9,,,,,
2010,DE715,Bergstraße,,,,,,,,Moderate,Pastures and natural grassland,6.5,,,,,
2010,DE715,Bergstraße,,,,,,,,Severe,Pastures and natural grassland,12.7,,,,,
2010,DE716,Darmstadt-Dieburg,,,,,,,,Total,Agricultural areas (excluding pastures),2.5,,,,,
2010,DE716,Darmstadt-Dieburg,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE716,Darmstadt-Dieburg,,,,,,,,Severe,Agricultural areas (excluding pastures),12.3,,,,,
2010,DE716,Darmstadt-Dieburg,,,,,,,,Total,Pastures and natural grassland,1.6,,,,,
2010,DE716,Darmstadt-Dieburg,,,,,,,,Moderate,Pastures and natural grassland,6.5,,,,,
2010,DE716,Darmstadt-Dieburg,,,,,,,,Severe,Pastures and natural grassland,12.1,,,,,
2010,DE717,Groß-Gerau,,,,,,,,Total,Agricultural areas (excluding pastures),0.5,,,,,
2010,DE717,Groß-Gerau,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,
2010,DE717,Groß-Gerau,,,,,,,,Severe,Agricultural areas (excluding pastures),0,,,,,
2010,DE717,Groß-Gerau,,,,,,,,Total,Pastures and natural grassland,0.3,,,,,
2010,DE717,Groß-Gerau,,,,,,,,Moderate,Pastures and natural grassland,0,,,,,
2010,DE717,Groß-Gerau,,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE718,Hochtaunuskreis,,,,,,,,Total,Agricultural areas (excluding pastures),3.4,,,,,
2010,DE718,Hochtaunuskreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE718,Hochtaunuskreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.8,,,,,
2010,DE718,Hochtaunuskreis,,,,,,,,Total,Pastures and natural grassland,2.6,,,,,
2010,DE718,Hochtaunuskreis,,,,,,,,Moderate,Pastures and natural grassland,6.6,,,,,
2010,DE718,Hochtaunuskreis,,,,,,,,Severe,Pastures and natural grassland,12.4,,,,,
2010,DE719,Main-Kinzig-Kreis,,,,,,,,Total,Agricultural areas (excluding pastures),3.1,,,,,
2010,DE719,Main-Kinzig-Kreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,
2010,DE719,Main-Kinzig-Kreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.8,,,,,
2010,DE719,Main-Kinzig-Kreis,,,,,,,,Total,Pastures and natural grassland,2.1,,,,,
2010,DE719,Main-Kinzig-Kreis,,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE719,Main-Kinzig-Kreis,,,,,,,,Severe,Pastures and natural grassland,11.8,,,,,
2010,DE71A,Main-Taunus-Kreis,,,,,,,,Total,Agricultural areas (excluding pastures),1.7,,,,,
2010,DE71A,Main-Taunus-Kreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.6,,,,,
2010,DE71A,Main-Taunus-Kreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.2,,,,,
2010,DE71A,Main-Taunus-Kreis,,,,,,,,Total,Pastures and natural grassland,1.6,,,,,
2010,DE71A,Main-Taunus-Kreis,,,,,,,,Moderate,Pastures and natural grassland,6.2,,,,,
2010,DE71A,Main-Taunus-Kreis,,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE71B,Odenwaldkreis,,,,,,,,Total,Agricultural areas (excluding pastures),4.5,,,,,
2010,DE71B,Odenwaldkreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE71B,Odenwaldkreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.7,,,,,
2010,DE71B,Odenwaldkreis,,,,,,,,Total,Pastures and natural grassland,3.7,,,,,
2010,DE71B,Odenwaldkreis,,,,,,,,Moderate,Pastures and natural grassland,6.6,,,,,
2010,DE71B,Odenwaldkreis,,,,,,,,Severe,Pastures and natural grassland,12.4,,,,,
2010,DE71C,"Offenbach, Landkreis",,,,,,,,Total,Agricultural areas (excluding pastures),0.8,,,,,
2010,DE71C,"Offenbach, Landkreis",,,,,,,,Moderate,Agricultural areas (excluding pastures),5.9,,,,,
2010,DE71C,"Offenbach, Landkreis",,,,,,,,Severe,Agricultural areas (excluding pastures),0,,,,,
2010,DE71C,"Offenbach, Landkreis",,,,,,,,Total,Pastures and natural grassland,0.4,,,,,
2010,DE71C,"Offenbach, Landkreis",,,,,,,,Moderate,Pastures and natural grassland,0,,,,,
2010,DE71C,"Offenbach, Landkreis",,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,,,,,,Total,Agricultural areas (excluding pastures),4.7,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,,,,,,Severe,Agricultural areas (excluding pastures),15.2,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,,,,,,Total,Pastures and natural grassland,2.7,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,,,,,,Severe,Pastures and natural grassland,11.3,,,,,
2010,DE71E,Wetteraukreis,,,,,,,,Total,Agricultural areas (excluding pastures),2.4,,,,,
2010,DE71E,Wetteraukreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,
2010,DE71E,Wetteraukreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.3,,,,,
2010,DE71E,Wetteraukreis,,,,,,,,Total,Pastures and natural grassland,1.6,,,,,
2010,DE71E,Wetteraukreis,,,,,,,,Moderate,Pastures and natural grassland,6,,,,,
2010,DE71E,Wetteraukreis,,,,,,,,Severe,Pastures and natural grassland,11.6,,,,,
2010,DE72,Gieben,Irrigable,: ,,,,,,,,,,,,,
2010,DE72,Gießen,,,,,,High-input farms,"31,356",,,,,,,,
2010,DE72,Gieben,Irrigated,: ,,,,,,,,,,,,,
2010,DE72,Gießen,,,,,,,,Total,Agricultural areas (excluding pastures),3.3,,,,,
2010,DE72,Gießen,,,,,,Low-input farms,"89,041",,,,,,,,
2010,DE72,Gießen,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,
2010,DE72,Gießen,,,,,,Medium-input farms,"51,293",,,,,,,,
2010,DE72,Gießen,,,,,,,,Severe,Agricultural areas (excluding pastures),13.2,,,,,
2010,DE72,Gießen,,,,,,,,Total,Pastures and natural grassland,2.2,,,,,
2010,DE72,Gießen,,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE72,Gießen,,,,,,,,Severe,Pastures and natural grassland,12.1,,,,,
2010,DE721,"Gießen, Landkreis",,,,,,,,Total,Agricultural areas (excluding pastures),2.5,,,,,
2010,DE721,"Gießen, Landkreis",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,
2010,DE721,"Gießen, Landkreis",,,,,,,,Severe,Agricultural areas (excluding pastures),12.5,,,,,
2010,DE721,"Gießen, Landkreis",,,,,,,,Total,Pastures and natural grassland,1.7,,,,,
2010,DE721,"Gießen, Landkreis",,,,,,,,Moderate,Pastures and natural grassland,6.3,,,,,
2010,DE721,"Gießen, Landkreis",,,,,,,,Severe,Pastures and natural grassland,13,,,,,
2010,DE722,Lahn-Dill-Kreis,,,,,,,,Total,Agricultural areas (excluding pastures),3.9,,,,,
2010,DE722,Lahn-Dill-Kreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,
2010,DE722,Lahn-Dill-Kreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.6,,,,,
2010,DE722,Lahn-Dill-Kreis,,,,,,,,Total,Pastures and natural grassland,2.5,,,,,
2010,DE722,Lahn-Dill-Kreis,,,,,,,,Moderate,Pastures and natural grassland,6.5,,,,,
2010,DE722,Lahn-Dill-Kreis,,,,,,,,Severe,Pastures and natural grassland,12.4,,,,,
2010,DE723,Limburg-Weilburg,,,,,,,,Total,Agricultural areas (excluding pastures),3.4,,,,,
2010,DE723,Limburg-Weilburg,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,
2010,DE723,Limburg-Weilburg,,,,,,,,Severe,Agricultural areas (excluding pastures),13.2,,,,,
2010,DE723,Limburg-Weilburg,,,,,,,,Total,Pastures and natural grassland,2.4,,,,,
2010,DE723,Limburg-Weilburg,,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE723,Limburg-Weilburg,,,,,,,,Severe,Pastures and natural grassland,11.6,,,,,
2010,DE724,Marburg-Biedenkopf,,,,,,,,Total,Agricultural areas (excluding pastures),3.8,,,,,
2010,DE724,Marburg-Biedenkopf,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE724,Marburg-Biedenkopf,,,,,,,,Severe,Agricultural areas (excluding pastures),13.6,,,,,
2010,DE724,Marburg-Biedenkopf,,,,,,,,Total,Pastures and natural grassland,2.1,,,,,
2010,DE724,Marburg-Biedenkopf,,,,,,,,Moderate,Pastures and natural grassland,6.6,,,,,
2010,DE724,Marburg-Biedenkopf,,,,,,,,Severe,Pastures and natural grassland,11.7,,,,,
2010,DE725,Vogelsbergkreis,,,,,,,,Total,Agricultural areas (excluding pastures),3,,,,,
2010,DE725,Vogelsbergkreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,
2010,DE725,Vogelsbergkreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.6,,,,,
2010,DE725,Vogelsbergkreis,,,,,,,,Total,Pastures and natural grassland,2.1,,,,,
2010,DE725,Vogelsbergkreis,,,,,,,,Moderate,Pastures and natural grassland,6.1,,,,,
2010,DE725,Vogelsbergkreis,,,,,,,,Severe,Pastures and natural grassland,11.9,,,,,
2010,DE73,Kassek,Irrigable,: ,,,,,,,,,,,,,
2010,DE73,Kassel,,,,,,High-input farms,"80,666",,,,,,,,
2010,DE73,Kassek,Irrigated,: ,,,,,,,,,,,,,
2010,DE73,Kassel,,,,,,,,Total,Agricultural areas (excluding pastures),3.6,,,,,
2010,DE73,Kassel,,,,,,Low-input farms,"105,512",,,,,,,,
2010,DE73,Kassel,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE73,Kassel,,,,,,Medium-input farms,"92,184",,,,,,,,
2010,DE73,Kassel,,,,,,,,Severe,Agricultural areas (excluding pastures),13.4,,,,,
2010,DE73,Kassel,,,,,,,,Total,Pastures and natural grassland,2.5,,,,,
2010,DE73,Kassel,,,,,,,,Moderate,Pastures and natural grassland,6.5,,,,,
2010,DE73,Kassel,,,,,,,,Severe,Pastures and natural grassland,12.5,,,,,
2010,DE731,"Kassel, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),1.8,,,,,
2010,DE731,"Kassel, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.3,,,,,
2010,DE731,"Kassel, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),13.8,,,,,
2010,DE731,"Kassel, Kreisfreie Stadt",,,,,,,,Total,Pastures and natural grassland,1.3,,,,,
2010,DE731,"Kassel, Kreisfreie Stadt",,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE731,"Kassel, Kreisfreie Stadt",,,,,,,,Severe,Pastures and natural grassland,11.6,,,,,
2010,DE732,Fulda,,,,,,,,Total,Agricultural areas (excluding pastures),3.1,,,,,
2010,DE732,Fulda,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,
2010,DE732,Fulda,,,,,,,,Severe,Agricultural areas (excluding pastures),12.9,,,,,
2010,DE732,Fulda,,,,,,,,Total,Pastures and natural grassland,2.3,,,,,
2010,DE732,Fulda,,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE732,Fulda,,,,,,,,Severe,Pastures and natural grassland,12.4,,,,,
2010,DE733,Hersfeld-Rotenburg,,,,,,,,Total,Agricultural areas (excluding pastures),4.3,,,,,
2010,DE733,Hersfeld-Rotenburg,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE733,Hersfeld-Rotenburg,,,,,,,,Severe,Agricultural areas (excluding pastures),12.6,,,,,
2010,DE733,Hersfeld-Rotenburg,,,,,,,,Total,Pastures and natural grassland,2.5,,,,,
2010,DE733,Hersfeld-Rotenburg,,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE733,Hersfeld-Rotenburg,,,,,,,,Severe,Pastures and natural grassland,12,,,,,
2010,DE734,"Kassel, Landkreis",,,,,,,,Total,Agricultural areas (excluding pastures),3.2,,,,,
2010,DE734,"Kassel, Landkreis",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE734,"Kassel, Landkreis",,,,,,,,Severe,Agricultural areas (excluding pastures),13.9,,,,,
2010,DE734,"Kassel, Landkreis",,,,,,,,Total,Pastures and natural grassland,2.3,,,,,
2010,DE734,"Kassel, Landkreis",,,,,,,,Moderate,Pastures and natural grassland,6.8,,,,,
2010,DE734,"Kassel, Landkreis",,,,,,,,Severe,Pastures and natural grassland,12.8,,,,,
2010,DE735,Schwalm-Eder-Kreis,,,,,,,,Total,Agricultural areas (excluding pastures),3.2,,,,,
2010,DE735,Schwalm-Eder-Kreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE735,Schwalm-Eder-Kreis,,,,,,,,Severe,Agricultural areas (excluding pastures),12.9,,,,,
2010,DE735,Schwalm-Eder-Kreis,,,,,,,,Total,Pastures and natural grassland,2.1,,,,,
2010,DE735,Schwalm-Eder-Kreis,,,,,,,,Moderate,Pastures and natural grassland,6.5,,,,,
2010,DE735,Schwalm-Eder-Kreis,,,,,,,,Severe,Pastures and natural grassland,12.3,,,,,
2010,DE736,Waldeck-Frankenberg,,,,,,,,Total,Agricultural areas (excluding pastures),4.2,,,,,
2010,DE736,Waldeck-Frankenberg,,,,,,,,Moderate,Agricultural areas (excluding pastures),7,,,,,
2010,DE736,Waldeck-Frankenberg,,,,,,,,Severe,Agricultural areas (excluding pastures),13.7,,,,,
2010,DE736,Waldeck-Frankenberg,,,,,,,,Total,Pastures and natural grassland,2.9,,,,,
2010,DE736,Waldeck-Frankenberg,,,,,,,,Moderate,Pastures and natural grassland,6.7,,,,,
2010,DE736,Waldeck-Frankenberg,,,,,,,,Severe,Pastures and natural grassland,12.5,,,,,
2010,DE737,Werra-Meißner-Kreis,,,,,,,,Total,Agricultural areas (excluding pastures),3.9,,,,,
2010,DE737,Werra-Meißner-Kreis,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,
2010,DE737,Werra-Meißner-Kreis,,,,,,,,Severe,Agricultural areas (excluding pastures),13.5,,,,,
2010,DE737,Werra-Meißner-Kreis,,,,,,,,Total,Pastures and natural grassland,2.6,,,,,
2010,DE737,Werra-Meißner-Kreis,,,,,,,,Moderate,Pastures and natural grassland,6.4,,,,,
2010,DE737,Werra-Meißner-Kreis,,,,,,,,Severe,Pastures and natural grassland,13,,,,,
2010,DE8,Mecklenburg-Vorpommern,Irrigable,2.3,,,,,,,,,,,,,
2010,DE8,Mecklenburg-Vorpommern,,,,,,High-input farms,"250,027",,,,,,,,
2010,DE8,Mecklenburg-Vorpommern,Irrigated,1.1,,,,,,,,,,,,,
2010,DE8,Mecklenburg-Vorpommern,,,,,,Low-input farms,"457,442",,,,,,,,
2010,DE8,Mecklenburg-Vorpommern,,,,,,Medium-input farms,"730,747",,,,,,,,
2010,DE8,Mecklenburg-Vorpommern,,,,,,High-input farms,"250,027",,,,,,,,
2010,DE8,Mecklenburg-Vorpommern,,,,,,Low-input farms,"457,442",,,,,,,,
2010,DE8,Mecklenburg-Vorpommern,,,,,,Medium-input farms,"730,747",,,,,,,,
2010,DE80,Mecklenburg-Vorpommern,Irrigable,: ,,,,,,,,,,,,,
2010,DE80,Mecklenburg-Vorpommern,,,,,,,,Total,Agricultural areas (excluding pastures),0.6,,,,,
2010,DE80,Mecklenburg-Vorpommern,Irrigated,: ,,,,,,,,,,,,,
2010,DE80,Mecklenburg-Vorpommern,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,
2010,DE80,Mecklenburg-Vorpommern,,,,,,,,Severe,Agricultural areas (excluding pastures),13.5,,,,,
2010,DE80,Mecklenburg-Vorpommern,,,,,,,,Total,Pastures and natural grassland,0.3,,,,,
2010,DE80,Mecklenburg-Vorpommern,,,,,,,,Moderate,Pastures and natural grassland,5.6,,,,,
2010,DE80,Mecklenburg-Vorpommern,,,,,,,,Severe,Pastures and natural grassland,12.9,,,,,
2010,DE803,"Rostock, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),0.4,,,,,
2010,DE803,"Rostock, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),0,,,,,
2010,DE803,"Rostock, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),0,,,,,
2010,DE803,"Rostock, Kreisfreie Stadt",,,,,,,,Total,Pastures and natural grassland,0.2,,,,,
2010,DE803,"Rostock, Kreisfreie Stadt",,,,,,,,Moderate,Pastures and natural grassland,0,,,,,
2010,DE803,"Rostock, Kreisfreie Stadt",,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE804,"Schwerin, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),0.6,,,,,
2010,DE804,"Schwerin, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,
2010,DE804,"Schwerin, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),0,,,,,
2010,DE804,"Schwerin, Kreisfreie Stadt",,,,,,,,Total,Pastures and natural grassland,0.2,,,,,
2010,DE804,"Schwerin, Kreisfreie Stadt",,,,,,,,Moderate,Pastures and natural grassland,0,,,,,
2010,DE804,"Schwerin, Kreisfreie Stadt",,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE80J,Mecklenburgische Seenplatte,,,,,,,,Total,Agricultural areas (excluding pastures),0.6,,,,,
2010,DE80J,Mecklenburgische Seenplatte,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,
2010,DE80J,Mecklenburgische Seenplatte,,,,,,,,Severe,Agricultural areas (excluding pastures),11.8,,,,,
2010,DE80J,Mecklenburgische Seenplatte,,,,,,,,Total,Pastures and natural grassland,0.3,,,,,
2010,DE80J,Mecklenburgische Seenplatte,,,,,,,,Moderate,Pastures and natural grassland,5.8,,,,,
2010,DE80J,Mecklenburgische Seenplatte,,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE80K,Landkreis Rostock,,,,,,,,Total,Agricultural areas (excluding pastures),0.6,,,,,
2010,DE80K,Landkreis Rostock,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,
2010,DE80K,Landkreis Rostock,,,,,,,,Severe,Agricultural areas (excluding pastures),10.9,,,,,
2010,DE80K,Landkreis Rostock,,,,,,,,Total,Pastures and natural grassland,0.3,,,,,
2010,DE80K,Landkreis Rostock,,,,,,,,Moderate,Pastures and natural grassland,5.3,,,,,
2010,DE80K,Landkreis Rostock,,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE80L,Vorpommern-Rügen,,,,,,,,Total,Agricultural areas (excluding pastures),0.5,,,,,
2010,DE80L,Vorpommern-Rügen,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,
2010,DE80L,Vorpommern-Rügen,,,,,,,,Severe,Agricultural areas (excluding pastures),13.3,,,,,
2010,DE80L,Vorpommern-Rügen,,,,,,,,Total,Pastures and natural grassland,0.3,,,,,
2010,DE80L,Vorpommern-Rügen,,,,,,,,Moderate,Pastures and natural grassland,5.9,,,,,
2010,DE80L,Vorpommern-Rügen,,,,,,,,Severe,Pastures and natural grassland,12.9,,,,,
2010,DE80M,Nordwestmecklenburg,,,,,,,,Total,Agricultural areas (excluding pastures),0.7,,,,,
2010,DE80M,Nordwestmecklenburg,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,
2010,DE80M,Nordwestmecklenburg,,,,,,,,Severe,Agricultural areas (excluding pastures),15.6,,,,,
2010,DE80M,Nordwestmecklenburg,,,,,,,,Total,Pastures and natural grassland,0.4,,,,,
2010,DE80M,Nordwestmecklenburg,,,,,,,,Moderate,Pastures and natural grassland,5.5,,,,,
2010,DE80M,Nordwestmecklenburg,,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE80N,Vorpommern-Greifswald,,,,,,,,Total,Agricultural areas (excluding pastures),0.5,,,,,
2010,DE80N,Vorpommern-Greifswald,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,
2010,DE80N,Vorpommern-Greifswald,,,,,,,,Severe,Agricultural areas (excluding pastures),13.2,,,,,
2010,DE80N,Vorpommern-Greifswald,,,,,,,,Total,Pastures and natural grassland,0.2,,,,,
2010,DE80N,Vorpommern-Greifswald,,,,,,,,Moderate,Pastures and natural grassland,5.1,,,,,
2010,DE80N,Vorpommern-Greifswald,,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE80O,Ludwigslust-Parchim,,,,,,,,Total,Agricultural areas (excluding pastures),0.4,,,,,
2010,DE80O,Ludwigslust-Parchim,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.2,,,,,
2010,DE80O,Ludwigslust-Parchim,,,,,,,,Severe,Agricultural areas (excluding pastures),10.7,,,,,
2010,DE80O,Ludwigslust-Parchim,,,,,,,,Total,Pastures and natural grassland,0.2,,,,,
2010,DE80O,Ludwigslust-Parchim,,,,,,,,Moderate,Pastures and natural grassland,5.3,,,,,
2010,DE80O,Ludwigslust-Parchim,,,,,,,,Severe,Pastures and natural grassland,0,,,,,
2010,DE9,Lower Saxony,Irrigable,12.2,,,,,,,,,,,,,
2010,DE9,Niedersachsen,,,,,,High-input farms,"1,376,006",,,,,,,,
2010,DE9,Lower Saxony,Irrigated,8.5,,,,,,,,,,,,,
2010,DE9,Niedersachsen,,,,,,Low-input farms,"376,799",,,,,,,,
2010,DE9,Niedersachsen,,,,,,Medium-input farms,"747,276",,,,,,,,
2010,DE91,Braunschweig,Irrigable,: ,,,,,,,,,,,,,
2010,DE91,Braunschweig,,,,,,High-input farms,"45,103",,,,,,,,
2010,DE91,Braunschweig,Irrigated,: ,,,,,,,,,,,,,
2010,DE91,Braunschweig,,,,,,,,Total,Agricultural areas (excluding pastures),1.9,,,,,
2010,DE91,Braunschweig,,,,,,Low-input farms,"79,897",,,,,,,,
2010,DE91,Braunschweig,,,,,,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,
2010,DE91,Braunschweig,,,,,,Medium-input farms,"245,272",,,,,,,,
2010,DE91,Braunschweig,,,,,,,,Severe,Agricultural areas (excluding pastures),13.3,,,,,
2010,DE91,Braunschweig,,,,,,,,Total,Pastures and natural grassland,1,,,,,
2010,DE91,Braunschweig,,,,,,,,Moderate,Pastures and natural grassland,6.5,,,,,
2010,DE91,Braunschweig,,,,,,,,Severe,Pastures and natural grassland,13.1,,,,,
2010,DE911,"Braunschweig, Kreisfreie Stadt",,,,,,,,Total,Agricultural areas (excluding pastures),0.8,,,,,
2010,DE911,"Braunschweig, Kreisfreie Stadt",,,,,,,,Moderate,Agricultural areas (excluding pastures),6.3,,,,,
2010,DE911,"Braunschweig, Kreisfreie Stadt",,,,,,,,Severe,Agricultural areas (excluding pastures),10.4,,,,,
