TIME,GEO_NAME,GEO,INDIC_AG,HECTARES_AG,SE_LEVELS,SE_SECTOR,SE_TONNES PER HECTARE,IRRIGATION,IRRIGATION_CROPS,GREEN_POL,GREEN_POL_SRC,GREEN_POL_THOUSAND_TONNES,AIRPOL,AIRPOL_VALUE,RDB_CODE,RDB_NAME,RDB_POL_PERCENTAGE
2012,DE6,Hamburg,Low-input farms,119,,,,,,,,,,,,,
2012,DE6,Hamburg,Medium-input farms,289,,,,,,,,,,,,,
2012,DE6,Hamburg,High-input farms,"1,538",,,,,,,,,,,,,
2012,DE6,Hamburg,Low-input farms,119,,,,,,,,,,,,,
2012,DE6,Hamburg,Medium-input farms,289,,,,,,,,,,,,,
2013,DE6,Hamburg,High-input farms,"1,862",,,,Irrigable,10.2,,,,,,,,
2013,DE6,Hamburg,Low-input farms,14,,,,Irrigated,4.5,,,,,,,,
2013,DE6,Hamburg,Medium-input farms,78,,,,,,,,,,,,,
2013,DE6,Hamburg,High-input farms,"1,862",,,,,,,,,,,,,
2013,DE6,Hamburg,Low-input farms,14,,,,,,,,,,,,,
2013,DE6,Hamburg,Medium-input farms,78,,,,,,,,,,,,,
2014,DE6,Hamburg,High-input farms,"1,402",,,,,,,,,,,,,
2014,DE6,Hamburg,Low-input farms,"2,474",,,,,,,,,,,,,
2014,DE6,Hamburg,Medium-input farms,203,,,,,,,,,,,,,
2014,DE6,Hamburg,High-input farms,"1,402",,,,,,,,,,,,,
2014,DE6,Hamburg,Low-input farms,"2,474",,,,,,,,,,,,,
2014,DE6,Hamburg,Medium-input farms,203,,,,,,,,,,,,,
2015,DE6,Hamburg,High-input farms,446,,,,,,,,,,,,,
2015,DE6,Hamburg,Low-input farms,18,,,,,,,,,,,,,
2015,DE6,Hamburg,Medium-input farms,30,,,,,,,,,,,,,
2015,DE6,Hamburg,High-input farms,446,,,,,,,,,,,,,
2015,DE6,Hamburg,Low-input farms,18,,,,,,,,,,,,,
2015,DE6,Hamburg,Medium-input farms,30,,,,,,,,,,,,,
2016,DE6,Hamburg,High-input farms,951,,,,Irrigable,: ,,,,,,,,
2016,DE6,Hamburg,Low-input farms,48,,,,Irrigated,: ,,,,,,,,
2016,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2016,DE6,Hamburg,High-input farms,951,,,,,,,,,,,,,
2016,DE6,Hamburg,Low-input farms,48,,,,,,,,,,,,,
2016,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2017,DE6,Hamburg,High-input farms,183,,,,,,,,,,,,,
2017,DE6,Hamburg,Low-input farms,"1,749",,,,,,,,,,,,,
2017,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2017,DE6,Hamburg,High-input farms,183,,,,,,,,,,,,,
2017,DE6,Hamburg,Low-input farms,"1,749",,,,,,,,,,,,,
2017,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2018,DE6,Hamburg,High-input farms,"1,217",,,,,,,,,,,,,
2018,DE6,Hamburg,Low-input farms,"6,818",,,,,,,,,,,,,
2018,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2018,DE6,Hamburg,High-input farms,"1,217",,,,,,,,,,,,,
2018,DE6,Hamburg,Low-input farms,"6,818",,,,,,,,,,,,,
2018,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2019,DE6,Hamburg,High-input farms,276,,,,,,,,,,,,,
2019,DE6,Hamburg,Low-input farms,"1,631",,,,,,,,,,,,,
2019,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2019,DE6,Hamburg,High-input farms,276,,,,,,,,,,,,,
2019,DE6,Hamburg,Low-input farms,"1,631",,,,,,,,,,,,,
2019,DE6,Hamburg,Medium-input farms,:,,,,,,,,,,,,,
2010,DE60,Hamburg,,,,,,Irrigable,: ,,,,,,,,
2010,DE60,Hamburg,,,,,,Irrigated,: ,,,,,,,,
2013,DE60,Hamburg,,,,,,Irrigable,: ,,,,,,,,
2013,DE60,Hamburg,,,,,,Irrigated,: ,,,,,,,,
2016,DE60,Hamburg,,,,,,Irrigable,10.7,,,,,,,,
2016,DE60,Hamburg,,,,,,Irrigated,5.5,,,,,,,,
2010,DE600,Hamburg,,,Total,Agricultural areas (excluding pastures),0.3,,,,,,,,,,
2010,DE600,Hamburg,,,Moderate,Agricultural areas (excluding pastures),6.5,,,,,,,,,,
2010,DE600,Hamburg,,,Severe,Agricultural areas (excluding pastures),13.7,,,,,,,,,,
2010,DE600,Hamburg,,,Total,Agricultural areas (excluding pastures),0.3,,,,,,,,,,
2010,DE600,Hamburg,,,Moderate,Agricultural areas (excluding pastures),6.5,,,,,,,,,,
2010,DE600,Hamburg,,,Severe,Agricultural areas (excluding pastures),13.7,,,,,,,,,,
2010,DE600,Hamburg,,,Total,Pastures and natural grassland,0.2,,,,,,,,,,
2010,DE600,Hamburg,,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2010,DE600,Hamburg,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE600,Hamburg,,,Total,Pastures and natural grassland,0.2,,,,,,,,,,
2010,DE600,Hamburg,,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2010,DE600,Hamburg,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE600,Hamburg,,,Total,Agricultural areas (excluding pastures),0.4,,,,,,,,,,
2016,DE600,Hamburg,,,Moderate,Agricultural areas (excluding pastures),5.9,,,,,,,,,,
2016,DE600,Hamburg,,,Severe,Agricultural areas (excluding pastures),12.2,,,,,,,,,,
2016,DE600,Hamburg,,,Total,Agricultural areas (excluding pastures),0.4,,,,,,,,,,
2016,DE600,Hamburg,,,Moderate,Agricultural areas (excluding pastures),5.9,,,,,,,,,,
2016,DE600,Hamburg,,,Severe,Agricultural areas (excluding pastures),12.2,,,,,,,,,,
2016,DE600,Hamburg,,,Total,Pastures and natural grassland,0.2,,,,,,,,,,
2016,DE600,Hamburg,,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2016,DE600,Hamburg,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE600,Hamburg,,,Total,Pastures and natural grassland,0.2,,,,,,,,,,
2016,DE600,Hamburg,,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2016,DE600,Hamburg,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE7,Hessen,High-input farms,"157,956",,,,Irrigable,4.2,,,,,,,,
2010,DE7,Hessen,Low-input farms,"287,193",,,,Irrigated,2,,,,,,,,
2010,DE7,Hessen,Medium-input farms,"233,699",,,,,,,,,,,,,
2011,DE7,Hessen,High-input farms,"167,977",,,,,,,,,,,,,
2011,DE7,Hessen,Low-input farms,"263,210",,,,,,,,,,,,,
2011,DE7,Hessen,Medium-input farms,"244,076",,,,,,,,,,,,,
2012,DE7,Hessen,High-input farms,"210,419",,,,,,,,,,,,,
2012,DE7,Hessen,Low-input farms,"255,470",,,,,,,,,,,,,
2012,DE7,Hessen,Medium-input farms,"236,887",,,,,,,,,,,,,
2013,DE7,Hessen,High-input farms,"184,797",,,,Irrigable,4.3,,,,,,,,
2013,DE7,Hessen,Low-input farms,"282,367",,,,Irrigated,1.8,,,,,,,,
2013,DE7,Hessen,Medium-input farms,"231,896",,,,,,,,,,,,,
2014,DE7,Hessen,High-input farms,"191,412",,,,,,,,,,,,,
2014,DE7,Hessen,Low-input farms,"250,522",,,,,,,,,,,,,
2014,DE7,Hessen,Medium-input farms,"235,462",,,,,,,,,,,,,
2015,DE7,Hessen,High-input farms,"172,289",,,,,,,,,,,,,
2015,DE7,Hessen,Low-input farms,"296,511",,,,,,,,,,,,,
2015,DE7,Hessen,Medium-input farms,"221,424",,,,,,,,,,,,,
2016,DE7,Hessen,High-input farms,"173,854",,,,Irrigable,: ,,,,,,,,
2016,DE7,Hessen,Low-input farms,"338,297",,,,Irrigated,: ,,,,,,,,
2016,DE7,Hessen,Medium-input farms,"186,092",,,,,,,,,,,,,
2017,DE7,Hessen,High-input farms,"179,442",,,,,,,,,,,,,
2017,DE7,Hessen,Low-input farms,"332,499",,,,,,,,,,,,,
2017,DE7,Hessen,Medium-input farms,"214,051",,,,,,,,,,,,,
2018,DE7,Hessen,High-input farms,"241,170",,,,,,,,,,,,,
2018,DE7,Hessen,Low-input farms,"273,934",,,,,,,,,,,,,
2018,DE7,Hessen,Medium-input farms,"207,097",,,,,,,,,,,,,
2019,DE7,Hessen,High-input farms,"239,368",,,,,,,,,,,,,
2019,DE7,Hessen,Low-input farms,"312,136",,,,,,,,,,,,,
2019,DE7,Hessen,Medium-input farms,"179,820",,,,,,,,,,,,,
2010,DE71,Darmstadt,High-input farms,"45,934",Total,Agricultural areas (excluding pastures),2.6,Irrigable,: ,,,,,,,,
2010,DE71,Darmstadt,Low-input farms,"92,640",Moderate,Agricultural areas (excluding pastures),6.9,Irrigated,: ,,,,,,,,
2010,DE71,Darmstadt,Medium-input farms,"90,222",Severe,Agricultural areas (excluding pastures),13.7,,,,,,,,,,
2010,DE71,Darmstadt,,,Total,Pastures and natural grassland,2.2,,,,,,,,,,
2010,DE71,Darmstadt,,,Moderate,Pastures and natural grassland,6.5,,,,,,,,,,
2010,DE71,Darmstadt,,,Severe,Pastures and natural grassland,12.3,,,,,,,,,,
2011,DE71,Darmstadt,High-input farms,"59,405",,,,,,,,,,,,,
2011,DE71,Darmstadt,Low-input farms,"72,671",,,,,,,,,,,,,
2011,DE71,Darmstadt,Medium-input farms,"89,159",,,,,,,,,,,,,
2012,DE71,Darmstadt,High-input farms,"78,650",,,,,,,,,,,,,
2012,DE71,Darmstadt,Low-input farms,"80,472",,,,,,,,,,,,,
2012,DE71,Darmstadt,Medium-input farms,"81,076",,,,,,,,,,,,,
2013,DE71,Darmstadt,High-input farms,"56,285",,,,Irrigable,: ,,,,,,,,
2013,DE71,Darmstadt,Low-input farms,"91,044",,,,Irrigated,: ,,,,,,,,
2013,DE71,Darmstadt,Medium-input farms,"75,435",,,,,,,,,,,,,
2014,DE71,Darmstadt,High-input farms,"58,797",,,,,,,,,,,,,
2014,DE71,Darmstadt,Low-input farms,"70,612",,,,,,,,,,,,,
2014,DE71,Darmstadt,Medium-input farms,"73,478",,,,,,,,,,,,,
2015,DE71,Darmstadt,High-input farms,"42,244",,,,,,,,,,,,,
2015,DE71,Darmstadt,Low-input farms,"80,222",,,,,,,,,,,,,
2015,DE71,Darmstadt,Medium-input farms,"83,809",,,,,,,,,,,,,
2016,DE71,Darmstadt,High-input farms,"45,696",Total,Agricultural areas (excluding pastures),2.5,Irrigable,12.6,,,,,,,,
2016,DE71,Darmstadt,Low-input farms,"97,069",Moderate,Agricultural areas (excluding pastures),6.8,Irrigated,9.3,,,,,,,,
2016,DE71,Darmstadt,Medium-input farms,"63,643",Severe,Agricultural areas (excluding pastures),13.9,,,,,,,,,,
2016,DE71,Darmstadt,,,Total,Pastures and natural grassland,2.2,,,,,,,,,,
2016,DE71,Darmstadt,,,Moderate,Pastures and natural grassland,6.5,,,,,,,,,,
2016,DE71,Darmstadt,,,Severe,Pastures and natural grassland,12.3,,,,,,,,,,
2017,DE71,Darmstadt,High-input farms,"47,643",,,,,,,,,,,,,
2017,DE71,Darmstadt,Low-input farms,"76,998",,,,,,,,,,,,,
2017,DE71,Darmstadt,Medium-input farms,"65,457",,,,,,,,,,,,,
2018,DE71,Darmstadt,High-input farms,"56,529",,,,,,,,,,,,,
2018,DE71,Darmstadt,Low-input farms,"54,171",,,,,,,,,,,,,
2018,DE71,Darmstadt,Medium-input farms,"74,934",,,,,,,,,,,,,
2019,DE71,Darmstadt,High-input farms,"68,673",,,,,,,,,,,,,
2019,DE71,Darmstadt,Low-input farms,"68,526",,,,,,,,,,,,,
2019,DE71,Darmstadt,Medium-input farms,"53,203",,,,,,,,,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),1.2,,,,,,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),6.7,,,,,,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),11.2,,,,,,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,Total,Pastures and natural grassland,0.6,,,,,,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2010,DE711,"Darmstadt, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE711,"Darmstadt, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),1.1,,,,,,,,,,
2016,DE711,"Darmstadt, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),6.6,,,,,,,,,,
2016,DE711,"Darmstadt, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),11,,,,,,,,,,
2016,DE711,"Darmstadt, Kreisfreie Stadt",,,Total,Pastures and natural grassland,0.6,,,,,,,,,,
2016,DE711,"Darmstadt, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2016,DE711,"Darmstadt, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),1.1,,,,,,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),12.8,,,,,,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Total,Pastures and natural grassland,0.6,,,,,,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2010,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),1.1,,,,,,,,,,
2016,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2016,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),12.8,,,,,,,,,,
2016,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Total,Pastures and natural grassland,0.6,,,,,,,,,,
2016,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2016,DE712,"Frankfurt am Main, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),0.6,,,,,,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),6,,,,,,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),0,,,,,,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Total,Pastures and natural grassland,0.2,,,,,,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2010,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),0.6,,,,,,,,,,
2016,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),5.6,,,,,,,,,,
2016,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),0,,,,,,,,,,
2016,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Total,Pastures and natural grassland,0.2,,,,,,,,,,
2016,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2016,DE713,"Offenbach am Main, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),1.8,,,,,,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),6.6,,,,,,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),12.7,,,,,,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,Total,Pastures and natural grassland,1.1,,,,,,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,6.8,,,,,,,,,,
2010,DE714,"Wiesbaden, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE714,"Wiesbaden, Kreisfreie Stadt",,,Total,Agricultural areas (excluding pastures),1.8,,,,,,,,,,
2016,DE714,"Wiesbaden, Kreisfreie Stadt",,,Moderate,Agricultural areas (excluding pastures),6.5,,,,,,,,,,
2016,DE714,"Wiesbaden, Kreisfreie Stadt",,,Severe,Agricultural areas (excluding pastures),12.7,,,,,,,,,,
2016,DE714,"Wiesbaden, Kreisfreie Stadt",,,Total,Pastures and natural grassland,1.1,,,,,,,,,,
2016,DE714,"Wiesbaden, Kreisfreie Stadt",,,Moderate,Pastures and natural grassland,6.8,,,,,,,,,,
2016,DE714,"Wiesbaden, Kreisfreie Stadt",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE715,Bergstraße,,,Total,Agricultural areas (excluding pastures),2.3,,,,,,,,,,
2010,DE715,Bergstraße,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,,,,,,
2010,DE715,Bergstraße,,,Severe,Agricultural areas (excluding pastures),15.8,,,,,,,,,,
2010,DE715,Bergstraße,,,Total,Pastures and natural grassland,2.9,,,,,,,,,,
2010,DE715,Bergstraße,,,Moderate,Pastures and natural grassland,6.5,,,,,,,,,,
2010,DE715,Bergstraße,,,Severe,Pastures and natural grassland,12.7,,,,,,,,,,
2016,DE715,Bergstraße,,,Total,Agricultural areas (excluding pastures),2.2,,,,,,,,,,
2016,DE715,Bergstraße,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,,,,,,
2016,DE715,Bergstraße,,,Severe,Agricultural areas (excluding pastures),15.8,,,,,,,,,,
2016,DE715,Bergstraße,,,Total,Pastures and natural grassland,2.9,,,,,,,,,,
2016,DE715,Bergstraße,,,Moderate,Pastures and natural grassland,6.5,,,,,,,,,,
2016,DE715,Bergstraße,,,Severe,Pastures and natural grassland,12.7,,,,,,,,,,
2010,DE716,Darmstadt-Dieburg,,,Total,Agricultural areas (excluding pastures),2.5,,,,,,,,,,
2010,DE716,Darmstadt-Dieburg,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2010,DE716,Darmstadt-Dieburg,,,Severe,Agricultural areas (excluding pastures),12.3,,,,,,,,,,
2010,DE716,Darmstadt-Dieburg,,,Total,Pastures and natural grassland,1.6,,,,,,,,,,
2010,DE716,Darmstadt-Dieburg,,,Moderate,Pastures and natural grassland,6.5,,,,,,,,,,
2010,DE716,Darmstadt-Dieburg,,,Severe,Pastures and natural grassland,12.1,,,,,,,,,,
2016,DE716,Darmstadt-Dieburg,,,Total,Agricultural areas (excluding pastures),2.4,,,,,,,,,,
2016,DE716,Darmstadt-Dieburg,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2016,DE716,Darmstadt-Dieburg,,,Severe,Agricultural areas (excluding pastures),12.2,,,,,,,,,,
2016,DE716,Darmstadt-Dieburg,,,Total,Pastures and natural grassland,1.6,,,,,,,,,,
2016,DE716,Darmstadt-Dieburg,,,Moderate,Pastures and natural grassland,6.5,,,,,,,,,,
2016,DE716,Darmstadt-Dieburg,,,Severe,Pastures and natural grassland,12.1,,,,,,,,,,
2010,DE717,Groß-Gerau,,,Total,Agricultural areas (excluding pastures),0.5,,,,,,,,,,
2010,DE717,Groß-Gerau,,,Moderate,Agricultural areas (excluding pastures),6.1,,,,,,,,,,
2010,DE717,Groß-Gerau,,,Severe,Agricultural areas (excluding pastures),0,,,,,,,,,,
2010,DE717,Groß-Gerau,,,Total,Pastures and natural grassland,0.3,,,,,,,,,,
2010,DE717,Groß-Gerau,,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2010,DE717,Groß-Gerau,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE717,Groß-Gerau,,,Total,Agricultural areas (excluding pastures),0.4,,,,,,,,,,
2016,DE717,Groß-Gerau,,,Moderate,Agricultural areas (excluding pastures),5.7,,,,,,,,,,
2016,DE717,Groß-Gerau,,,Severe,Agricultural areas (excluding pastures),0,,,,,,,,,,
2016,DE717,Groß-Gerau,,,Total,Pastures and natural grassland,0.3,,,,,,,,,,
2016,DE717,Groß-Gerau,,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2016,DE717,Groß-Gerau,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE718,Hochtaunuskreis,,,Total,Agricultural areas (excluding pastures),3.4,,,,,,,,,,
2010,DE718,Hochtaunuskreis,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2010,DE718,Hochtaunuskreis,,,Severe,Agricultural areas (excluding pastures),12.8,,,,,,,,,,
2010,DE718,Hochtaunuskreis,,,Total,Pastures and natural grassland,2.6,,,,,,,,,,
2010,DE718,Hochtaunuskreis,,,Moderate,Pastures and natural grassland,6.6,,,,,,,,,,
2010,DE718,Hochtaunuskreis,,,Severe,Pastures and natural grassland,12.4,,,,,,,,,,
2016,DE718,Hochtaunuskreis,,,Total,Agricultural areas (excluding pastures),3.2,,,,,,,,,,
2016,DE718,Hochtaunuskreis,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2016,DE718,Hochtaunuskreis,,,Severe,Agricultural areas (excluding pastures),12.6,,,,,,,,,,
2016,DE718,Hochtaunuskreis,,,Total,Pastures and natural grassland,2.6,,,,,,,,,,
2016,DE718,Hochtaunuskreis,,,Moderate,Pastures and natural grassland,6.6,,,,,,,,,,
2016,DE718,Hochtaunuskreis,,,Severe,Pastures and natural grassland,12.4,,,,,,,,,,
2010,DE719,Main-Kinzig-Kreis,,,Total,Agricultural areas (excluding pastures),3.1,,,,,,,,,,
2010,DE719,Main-Kinzig-Kreis,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,,,,,,
2010,DE719,Main-Kinzig-Kreis,,,Severe,Agricultural areas (excluding pastures),12.8,,,,,,,,,,
2010,DE719,Main-Kinzig-Kreis,,,Total,Pastures and natural grassland,2.1,,,,,,,,,,
2010,DE719,Main-Kinzig-Kreis,,,Moderate,Pastures and natural grassland,6.4,,,,,,,,,,
2010,DE719,Main-Kinzig-Kreis,,,Severe,Pastures and natural grassland,11.8,,,,,,,,,,
2016,DE719,Main-Kinzig-Kreis,,,Total,Agricultural areas (excluding pastures),3,,,,,,,,,,
2016,DE719,Main-Kinzig-Kreis,,,Moderate,Agricultural areas (excluding pastures),6.8,,,,,,,,,,
2016,DE719,Main-Kinzig-Kreis,,,Severe,Agricultural areas (excluding pastures),12.8,,,,,,,,,,
2016,DE719,Main-Kinzig-Kreis,,,Total,Pastures and natural grassland,2.1,,,,,,,,,,
2016,DE719,Main-Kinzig-Kreis,,,Moderate,Pastures and natural grassland,6.4,,,,,,,,,,
2016,DE719,Main-Kinzig-Kreis,,,Severe,Pastures and natural grassland,11.8,,,,,,,,,,
2010,DE71A,Main-Taunus-Kreis,,,Total,Agricultural areas (excluding pastures),1.7,,,,,,,,,,
2010,DE71A,Main-Taunus-Kreis,,,Moderate,Agricultural areas (excluding pastures),6.6,,,,,,,,,,
2010,DE71A,Main-Taunus-Kreis,,,Severe,Agricultural areas (excluding pastures),12.2,,,,,,,,,,
2010,DE71A,Main-Taunus-Kreis,,,Total,Pastures and natural grassland,1.6,,,,,,,,,,
2010,DE71A,Main-Taunus-Kreis,,,Moderate,Pastures and natural grassland,6.2,,,,,,,,,,
2010,DE71A,Main-Taunus-Kreis,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE71A,Main-Taunus-Kreis,,,Total,Agricultural areas (excluding pastures),1.7,,,,,,,,,,
2016,DE71A,Main-Taunus-Kreis,,,Moderate,Agricultural areas (excluding pastures),6.6,,,,,,,,,,
2016,DE71A,Main-Taunus-Kreis,,,Severe,Agricultural areas (excluding pastures),12.1,,,,,,,,,,
2016,DE71A,Main-Taunus-Kreis,,,Total,Pastures and natural grassland,1.6,,,,,,,,,,
2016,DE71A,Main-Taunus-Kreis,,,Moderate,Pastures and natural grassland,6.2,,,,,,,,,,
2016,DE71A,Main-Taunus-Kreis,,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE71B,Odenwaldkreis,,,Total,Agricultural areas (excluding pastures),4.5,,,,,,,,,,
2010,DE71B,Odenwaldkreis,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2010,DE71B,Odenwaldkreis,,,Severe,Agricultural areas (excluding pastures),12.7,,,,,,,,,,
2010,DE71B,Odenwaldkreis,,,Total,Pastures and natural grassland,3.7,,,,,,,,,,
2010,DE71B,Odenwaldkreis,,,Moderate,Pastures and natural grassland,6.6,,,,,,,,,,
2010,DE71B,Odenwaldkreis,,,Severe,Pastures and natural grassland,12.4,,,,,,,,,,
2016,DE71B,Odenwaldkreis,,,Total,Agricultural areas (excluding pastures),4.4,,,,,,,,,,
2016,DE71B,Odenwaldkreis,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2016,DE71B,Odenwaldkreis,,,Severe,Agricultural areas (excluding pastures),12.6,,,,,,,,,,
2016,DE71B,Odenwaldkreis,,,Total,Pastures and natural grassland,3.7,,,,,,,,,,
2016,DE71B,Odenwaldkreis,,,Moderate,Pastures and natural grassland,6.6,,,,,,,,,,
2016,DE71B,Odenwaldkreis,,,Severe,Pastures and natural grassland,12.4,,,,,,,,,,
2010,DE71C,"Offenbach, Landkreis",,,Total,Agricultural areas (excluding pastures),0.8,,,,,,,,,,
2010,DE71C,"Offenbach, Landkreis",,,Moderate,Agricultural areas (excluding pastures),5.9,,,,,,,,,,
2010,DE71C,"Offenbach, Landkreis",,,Severe,Agricultural areas (excluding pastures),0,,,,,,,,,,
2010,DE71C,"Offenbach, Landkreis",,,Total,Pastures and natural grassland,0.4,,,,,,,,,,
2010,DE71C,"Offenbach, Landkreis",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2010,DE71C,"Offenbach, Landkreis",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2016,DE71C,"Offenbach, Landkreis",,,Total,Agricultural areas (excluding pastures),0.8,,,,,,,,,,
2016,DE71C,"Offenbach, Landkreis",,,Moderate,Agricultural areas (excluding pastures),5.8,,,,,,,,,,
2016,DE71C,"Offenbach, Landkreis",,,Severe,Agricultural areas (excluding pastures),0,,,,,,,,,,
2016,DE71C,"Offenbach, Landkreis",,,Total,Pastures and natural grassland,0.4,,,,,,,,,,
2016,DE71C,"Offenbach, Landkreis",,,Moderate,Pastures and natural grassland,0,,,,,,,,,,
2016,DE71C,"Offenbach, Landkreis",,,Severe,Pastures and natural grassland,0,,,,,,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,Total,Agricultural areas (excluding pastures),4.7,,,,,,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,Moderate,Agricultural areas (excluding pastures),6.9,,,,,,,,,,
2010,DE71D,Rheingau-Taunus-Kreis,,,Severe,Agricultural areas (excluding pastures),15.2,,,,,,,,,,
